,genus,genus_count,effector_count,effectors
1141,Thamnophis,8,7,"7, 15, 46, 58, 76, 82, 100"
1126,Rhinopithecus,8,5,"7, 46, 50, 93, 100"
2756,Halothermothrix,8,7,"57, 64, 66, 81, 85, 92, 94"
2396,Nitrosococcus,8,5,"38, 70, 85, 94, 100"
1311,Methylophilus,8,6,"11, 24, 58, 73, 81, 90"
2689,Syntrophotalea,8,5,"57, 76, 85, 92, 100"
240,Acaryochloris,8,5,"1, 76, 85, 92, 100"
1131,Mastacembelus,8,7,"7, 38, 50, 77, 78, 91, 93"
278,Wickerhamomyces,8,6,"1, 7, 24, 74, 76, 90"
2692,[Haemophilus],8,6,"57, 70, 81, 85, 90, 92"
138,Blastocatellia,8,5,"1, 15, 24, 40, 66"
1399,Arcella,8,4,"11, 73, 76, 79"
1299,Pseudoxanthomonas,8,4,"11, 15, 43, 93"
2563,Asparagus,8,6,"46, 58, 76, 79, 85, 92"
152,Trichosporon,8,7,"1, 57, 58, 70, 76, 79, 92"
2646,Serpula,8,5,"55, 57, 66, 90, 100"
1480,Alteromonadaceae,8,7,"11, 24, 66, 76, 78, 85, 94"
2606,Thermovibrio,8,4,"50, 73, 92, 95"
1506,Pontibacter,8,5,"15, 24, 79, 85, 94"
1173,Mamestra,8,2,"10, 35"
1524,Cyanobacteria,8,6,"15, 24, 58, 70, 85, 90"
2303,Xanthobacter,8,6,"32, 41, 57, 81, 85, 90"
1184,Carposina,8,2,"10, 41"
1354,Ricinus,8,8,"11, 24, 38, 58, 66, 70, 90, 92"
1525,Caballeronia,8,6,"15, 22, 38, 66, 73, 90"
129,Herbaspirillum,8,5,"1, 24, 70, 81, 85"
2502,Aromatoleum,8,5,"41, 70, 85, 92, 94"
2457,Bicosoecida,8,6,"40, 43, 46, 65, 76, 79"
1527,Terrabacteria,8,5,"15, 24, 38, 57, 70"
1187,Colaphellus,8,2,"10, 41"
2468,Sclerotinia,8,6,"40, 66, 73, 74, 85, 92"
2317,Neocallimastix,8,6,"32, 57, 70, 81, 85, 92"
2665,Cylindrobasidium,8,5,"57, 66, 70, 79, 100"
1117,Betta,8,6,"7, 32, 50, 58, 76, 81"
2345,Heterostelium,8,5,"38, 46, 65, 76, 90"
2668,Lentinula,8,4,"57, 70, 76, 79"
2774,Azoarcus,8,7,"57, 70, 76, 81, 85, 92, 94"
2533,Vannella,8,5,"43, 76, 79, 90, 93"
415,Mesoplasma,8,6,"1, 58, 81, 85, 92, 94"
2954,Heliconius,8,2,"65, 79"
552,Caldanaerobacter,8,7,"1, 24, 57, 76, 85, 94, 100"
954,Notechis,8,6,"7, 32, 50, 65, 78, 92"
379,Diplodia,8,7,"1, 21, 24, 57, 85, 92, 95"
545,Suricata,8,6,"1, 7, 32, 43, 46, 100"
539,Halorhodospira,8,6,"1, 11, 57, 81, 92, 94"
3159,Phaedon,8,3,"73, 76, 95"
967,Ophiophagus,8,7,"7, 21, 24, 29, 55, 78, 91"
443,Mustela,8,6,"1, 7, 50, 58, 76, 100"
793,Hyphomonas,8,8,"4, 29, 57, 66, 73, 79, 85, 100"
2030,Coffea,8,5,"24, 46, 66, 92, 94"
1935,Methanocorpusculum,8,6,"24, 57, 73, 81, 85, 92"
855,Calcidiscus,8,7,"4, 15, 43, 65, 66, 74, 76"
1717,Cutibacterium,8,7,"15, 30, 38, 40, 73, 93, 94"
627,Pandoraea,8,7,"1, 11, 32, 38, 58, 79, 90"
2219,Thelazia,8,4,"32, 50, 57, 79"
785,Moorena,8,7,"4, 7, 22, 85, 92, 93, 100"
2149,Corethron,8,5,"32, 40, 65, 74, 81"
1700,Micractinium,8,6,"15, 24, 46, 57, 76, 79"
952,Astatotilapia,8,3,"7, 78, 100"
554,Thiothrix,8,5,"1, 11, 15, 57, 58"
2200,Catenulispora,8,5,"32, 73, 76, 81, 85"
3065,Monascus,8,5,"66, 73, 90, 94, 95"
861,Ophiocordyceps,8,8,"4, 38, 47, 57, 65, 81, 90, 92"
849,Nitrosospira,8,6,"4, 38, 70, 85, 92, 94"
3078,Anoxybacillus,8,4,"70, 85, 92, 94"
845,Nakamurella,8,6,"4, 24, 38, 92, 94, 100"
350,Rhodothermus,8,6,"1, 57, 70, 76, 79, 94"
2081,Fibrocapsa,8,6,"24, 43, 46, 65, 81, 100"
100,Patescibacteria,8,6,"1, 15, 24, 57, 79, 81"
2190,Clonostachys,8,7,"32, 57, 76, 79, 81, 92, 95"
429,Cottoperca,8,7,"1, 7, 32, 46, 58, 65, 78"
921,Vicugna,8,4,"7, 11, 38, 93"
102,Streblomastix,8,5,"1, 55, 70, 94, 100"
428,Neogale,8,7,"1, 7, 32, 76, 77, 78, 94"
830,Desulfuromonas,8,6,"4, 11, 41, 58, 81, 85"
611,Sulfurovum,8,7,"1, 11, 15, 23, 30, 58, 66"
1902,Gramella,8,7,"24, 66, 70, 76, 81, 85, 92"
827,Aplanochytrium,8,8,"4, 43, 58, 65, 81, 90, 92, 100"
613,Malassezia,8,6,"1, 32, 58, 73, 81, 95"
387,Cryobacterium,8,7,"1, 24, 32, 40, 41, 65, 94"
979,Anabas,8,5,"7, 11, 29, 46, 78"
857,Caldithrix,8,6,"4, 24, 38, 58, 70, 92"
284,Synchytrium,8,7,"1, 24, 76, 79, 81, 85, 94"
2016,Persephonella,8,6,"24, 50, 57, 81, 85, 100"
1029,Pristhesancus,8,7,"7, 11, 12, 29, 50, 91, 94"
733,Monodon,8,8,"1, 7, 15, 32, 46, 65, 66, 91"
1854,Nitratiruptor,8,7,"23, 30, 57, 66, 70, 81, 92"
2097,Paragonimus,8,4,"29, 50, 65, 74"
2245,Hydrogenovibrio,8,6,"32, 50, 57, 70, 85, 94"
2139,Sulfurimonas,8,6,"30, 57, 58, 66, 73, 92"
2140,Haloferax,8,6,"30, 57, 76, 81, 92, 95"
1855,Heliomicrobium,8,6,"23, 57, 58, 70, 81, 85"
2251,Thermomonospora,8,4,"32, 76, 81, 94"
2099,Pantherophis,8,6,"29, 43, 50, 58, 65, 93"
1968,Opitutus,8,6,"24, 30, 70, 85, 92, 94"
690,Myripristis,8,6,"1, 11, 46, 50, 58, 65"
664,Edwardsiella,8,8,"1, 57, 70, 73, 77, 81, 85, 92"
693,Magnaporthiopsis,8,5,"1, 32, 57, 66, 100"
287,Polyangiaceae,8,6,"1, 15, 58, 81, 90, 95"
466,Reticulomyxa,8,8,"1, 4, 32, 42, 46, 55, 74, 85"
3057,Saccharophagus,8,6,"66, 70, 79, 85, 94, 100"
1964,Edaphobacter,8,7,"24, 58, 76, 79, 85, 92, 100"
639,Parastagonospora,8,7,"1, 15, 17, 32, 58, 73, 85"
1991,Roseobacter,8,7,"24, 66, 73, 85, 94, 95, 100"
2460,Pantoea,7,5,"40, 41, 57, 73, 95"
2169,Bodo,7,5,"32, 38, 58, 65, 79"
2901,Elsinoe,7,6,"58, 65, 76, 81, 92, 95"
694,Trebouxia,7,6,"1, 24, 46, 76, 79, 82"
1176,Cyrtorhinus,7,2,"10, 41"
371,Ramlibacter,7,6,"1, 24, 81, 85, 94, 100"
1883,Roseburia,7,4,"24, 32, 66, 100"
109,Cercospora,7,5,"1, 32, 46, 95, 100"
1182,Encarsia,7,2,"10, 41"
208,Crocinitomicaceae,7,5,"1, 11, 15, 76, 81"
670,Gymnodraco,7,6,"1, 32, 43, 50, 78, 93"
2691,Verminephrobacter,7,6,"57, 73, 85, 92, 94, 100"
2101,Scolopendra,7,5,"29, 77, 90, 93, 94"
1616,Tenacibaculum,7,6,"15, 24, 57, 70, 81, 92"
1842,Erysipelotrichaceae,7,3,"22, 66, 94"
2163,Sistotremastrum,7,6,"32, 38, 57, 65, 66, 90"
1876,Auxenochlorella,7,4,"24, 46, 76, 79"
1360,Dipodomys,7,5,"11, 65, 76, 93, 100"
1264,Streltzoviella,7,4,"10, 41, 90, 93"
3339,Aerococcus,7,3,"81, 85, 92"
825,Ananas,7,6,"4, 32, 79, 85, 92, 100"
1220,Glyphodes,7,4,"10, 12, 41, 90"
2673,Mariniphaga,7,3,"57, 70, 79"
636,Musa,7,5,"1, 46, 66, 85, 92"
1324,Bdellovibrio,7,7,"11, 32, 57, 76, 79, 81, 85"
2151,Araucaria,7,4,"32, 66, 76, 85"
383,Glarea,7,7,"1, 32, 38, 74, 81, 95, 100"
2377,Scenedesmus,7,7,"38, 46, 65, 78, 79, 90, 100"
642,Callithrix,7,7,"1, 7, 46, 50, 58, 78, 93"
2410,Daucus,7,7,"38, 46, 66, 76, 85, 92, 100"
1598,Ignavibacterium,7,2,"15, 76"
2152,Blastomyces,7,4,"32, 65, 66, 85"
1800,Tupaia,7,7,"21, 29, 38, 65, 78, 92, 93"
792,Aliarcobacter,7,6,"4, 30, 57, 66, 92, 100"
623,Fonticula,7,6,"1, 43, 58, 65, 77, 78"
1852,Parasacculina,7,5,"23, 30, 77, 78, 91"
1859,Planctomyces,7,4,"24, 57, 64, 94"
2732,Cryptopygus,7,3,"57, 66, 94"
1540,Ditylum,7,5,"15, 29, 32, 58, 92"
619,Eremomyces,7,6,"1, 38, 58, 65, 66, 95"
2712,Rubrobacter,7,4,"57, 76, 85, 94"
2792,Coemansia,7,6,"57, 76, 79, 81, 85, 100"
1808,Okeania,7,6,"21, 38, 77, 90, 92, 95"
2157,Zymoseptoria,7,5,"32, 76, 90, 95, 100"
2353,Quercus,7,4,"38, 43, 66, 85"
1873,Setaria,7,5,"24, 46, 66, 85, 100"
2388,Beauveria,7,6,"38, 66, 73, 79, 90, 94"
1204,Adelphocoris,7,2,"10, 41"
1205,Sogatella,7,5,"10, 41, 50, 79, 93"
404,Cryptomonas,7,7,"1, 24, 46, 58, 65, 90, 100"
2459,Roseateles,7,4,"40, 82, 85, 92"
313,Grifola,7,7,"1, 7, 24, 38, 66, 76, 100"
2233,Chloroflexia,7,5,"32, 66, 70, 85, 94"
2567,Helianthus,7,5,"46, 55, 66, 85, 100"
2775,Methanosphaera,7,5,"57, 66, 81, 85, 92"
499,Nyssa,7,3,"1, 66, 85"
1698,Pseudictyota,7,4,"15, 65, 74, 91"
2496,Hyphomicrobiales,7,5,"41, 70, 85, 90, 95"
1708,Chondrus,7,5,"15, 24, 77, 78, 90"
1115,Athene,7,6,"7, 50, 76, 77, 78, 92"
2488,Postia,7,4,"41, 55, 57, 100"
978,Hirundo,7,5,"7, 38, 43, 46, 50"
1933,Sedimentisphaera,7,5,"24, 66, 70, 81, 92"
1928,Amphora,7,6,"24, 43, 65, 76, 81, 100"
1120,Pogona,7,5,"7, 32, 65, 93, 100"
314,Neospora,7,7,"1, 22, 32, 38, 42, 46, 100"
523,Duganella,7,6,"1, 24, 57, 58, 85, 90"
1406,Spirochaetales,7,6,"11, 15, 24, 32, 94, 100"
1961,Pichia,7,4,"24, 76, 90, 92"
260,Rhodospirillales,7,5,"1, 24, 38, 43, 72"
264,Ameiurus,7,6,"1, 7, 50, 58, 79, 93"
267,Pusillimonas,7,4,"1, 15, 38, 100"
281,Corchorus,7,5,"1, 32, 57, 66, 100"
2265,Aureococcus,7,5,"32, 57, 65, 76, 100"
1063,Lodderomyces,7,2,"7, 90"
104,Skeletonema,7,4,"1, 24, 32, 65"
2806,Thermosipho,7,6,"57, 58, 66, 85, 90, 100"
2003,Terrapene,7,5,"24, 50, 65, 78, 93"
2258,Ceratobasidium,7,5,"32, 38, 57, 66, 70"
2530,Hondaea,7,6,"43, 50, 65, 76, 81, 92"
2250,Thelohanellus,7,3,"32, 46, 65"
2005,Nocardiopsis,7,6,"24, 32, 41, 76, 94, 95"
1466,Ignavibacteriae,7,7,"11, 15, 58, 66, 76, 82, 92"
2777,Azorhizobium,7,6,"57, 70, 85, 92, 94, 100"
479,Corallococcus,7,5,"1, 66, 81, 85, 92"
1689,Fragilariopsis,7,7,"15, 38, 53, 55, 65, 66, 76"
1021,Saimiri,7,5,"7, 29, 32, 46, 93"
1723,Macrococcus,7,6,"15, 57, 70, 81, 92, 94"
2578,Durio,7,5,"46, 66, 74, 76, 100"
3156,Zonocerus,7,2,"73, 95"
931,Saccoglossus,7,5,"7, 43, 77, 78, 93"
2650,Chaetomium,7,7,"55, 57, 58, 70, 78, 95, 100"
864,Panaeolus,7,7,"4, 24, 57, 70, 81, 85, 100"
365,Coleophoma,7,6,"1, 38, 57, 66, 70, 85"
585,gamma,7,5,"1, 11, 15, 58, 90"
2172,Crocodylus,7,6,"32, 43, 46, 50, 78, 100"
1751,Flammeovirga,7,6,"15, 58, 70, 76, 85, 92"
2174,Orientia,7,4,"32, 57, 66, 85"
882,Anguilla,7,2,"7, 38"
1513,Mantoniella,7,5,"15, 24, 32, 58, 65"
2744,Laribacter,7,6,"57, 66, 70, 81, 82, 85"
333,Granulibacter,7,7,"1, 57, 76, 82, 85, 92, 94"
571,Moritella,7,4,"1, 81, 85, 100"
930,Cervus,7,5,"7, 38, 50, 93, 100"
576,Nitrospiraceae,7,5,"1, 4, 40, 70, 81"
1729,Acidobacterium,7,6,"15, 57, 66, 73, 76, 85"
1396,Bdellovibrionales,7,5,"11, 24, 70, 85, 90"
439,Molossus,7,4,"1, 46, 58, 65"
3067,Hamamotoa,6,1,70
1467,Peptococcaceae,6,5,"11, 24, 57, 66, 85"
2555,Hypotaenidia,6,5,"46, 55, 76, 93, 100"
1522,Fistulifera,6,5,"15, 58, 81, 92, 100"
2553,Schizopora,6,5,"46, 57, 66, 70, 100"
3076,Thermobaculum,6,4,"70, 76, 85, 94"
1544,Hoeflea,6,3,"15, 73, 95"
622,Rhizobiales,6,5,"1, 15, 58, 73, 94"
1517,Symploca,6,4,"15, 24, 77, 100"
1307,Burkholderiaceae,6,4,"11, 32, 38, 100"
162,Cuscuta,6,5,"1, 38, 58, 66, 76"
672,Cinnamomum,6,5,"1, 38, 66, 81, 90"
168,Hyphomicrobium,6,5,"1, 7, 15, 41, 66"
1344,Microthyrium,6,5,"11, 38, 57, 76, 90"
2546,Neotoma,6,5,"46, 58, 65, 76, 100"
473,Allomyces,6,6,"1, 15, 24, 58, 76, 92"
2103,Parastrongyloides,6,5,"29, 32, 58, 77, 93"
3023,Ligilactobacillus,6,3,"66, 92, 94"
1298,Rikenellaceae,6,5,"11, 38, 57, 70, 92"
1297,Xanthomonadaceae,6,5,"11, 58, 85, 92, 94"
2108,Trichechus,6,4,"29, 38, 92, 93"
2648,Thalictrum,6,4,"55, 66, 76, 85"
692,Vagococcus,6,3,"1, 15, 81"
1520,Hyalomma,6,3,"15, 77, 78"
1350,Vulpes,6,6,"11, 70, 76, 78, 81, 93"
1349,Dyadobacter,6,5,"11, 15, 40, 57, 93"
1363,Crocuta,6,5,"11, 46, 50, 76, 94"
1380,Pseudomonadales,6,5,"11, 15, 58, 78, 85"
625,human,6,5,"1, 32, 38, 58, 66"
1361,Panthera,6,6,"11, 21, 32, 50, 65, 93"
3086,Picrophilus,6,5,"70, 73, 76, 92, 94"
1869,Thermofilum,6,5,"24, 57, 58, 64, 92"
505,Hypoxylon,6,5,"1, 21, 24, 90, 95"
629,Friedmanniomyces,6,6,"1, 32, 38, 58, 65, 95"
2672,Anaerolineales,6,4,"57, 70, 85, 92"
2095,Spirometra,6,2,"29, 76"
503,Rhodanobacter,6,6,"1, 15, 24, 57, 58, 90"
2473,Athetis,6,1,41
500,Davidia,6,6,"1, 12, 38, 66, 76, 92"
2599,Sulfurihydrogenibium,6,4,"50, 70, 81, 85"
163,Pyrinomonadaceae,6,4,"1, 15, 24, 32"
2025,Dactylellina,6,5,"24, 32, 46, 73, 92"
2517,Achlya,6,4,"43, 76, 81, 92"
2600,Phasianus,6,3,"50, 77, 78"
2034,Thermoproteus,6,4,"24, 58, 81, 92"
2566,Colobus,6,5,"46, 58, 65, 93, 100"
1353,Bambusicola,6,6,"11, 32, 50, 64, 76, 91"
3054,Weizmannia,6,4,"66, 85, 92, 94"
432,Bosea,6,4,"1, 38, 90, 92"
1347,Epsilonproteobacteria,6,5,"11, 15, 24, 57, 58"
2681,Fomitopsis,6,3,"57, 66, 70"
1537,Beijerinckia,6,5,"15, 57, 66, 73, 85"
1911,Pterula,6,6,"24, 32, 79, 81, 90, 100"
657,Coturnix,6,4,"1, 7, 11, 32"
2562,Auriculariopsis,6,5,"46, 57, 66, 76, 100"
1371,Oligosphaeraceae,6,5,"11, 57, 66, 79, 92"
2793,Wigglesworthia,6,4,"57, 70, 81, 85"
698,Sandaracinus,6,5,"1, 15, 58, 81, 92"
1216,Cephus,6,2,"10, 41"
3478,Liposcelis,6,1,90
1154,Propithecus,6,6,"7, 46, 58, 65, 94, 100"
2184,Amanita,6,5,"32, 38, 57, 66, 100"
2171,Plasmopara,6,4,"32, 43, 50, 65"
870,Gymnopilus,6,5,"6, 32, 57, 90, 100"
217,Heterobasidion,6,5,"1, 32, 79, 90, 100"
1756,Sphingomonadales,6,5,"15, 32, 58, 90, 94"
701,Erythranthe,6,5,"1, 29, 58, 76, 85"
369,Oribacterium,6,4,"1, 32, 92, 94"
2168,Ascobolus,6,5,"32, 40, 46, 85, 100"
373,Kryptolebias,6,3,"1, 7, 65"
376,Ophiostoma,6,2,"1, 93"
1188,Daktulosphaira,6,2,"10, 41"
833,Roseovarius,6,6,"4, 24, 38, 78, 90, 95"
205,Hypsizygus,6,5,"1, 24, 38, 66, 70"
1191,Episyrphus,6,2,"10, 41"
1195,Rhyzopertha,6,2,"10, 41"
1773,Dinoroseobacter,6,5,"15, 81, 85, 94, 100"
2159,Gregarina,6,4,"32, 57, 79, 100"
815,Spiroplasma,6,5,"4, 32, 81, 92, 94"
1611,Sulfurisphaera,6,5,"15, 57, 73, 90, 94"
2935,Carnobacterium,6,5,"65, 73, 81, 85, 94"
1781,Blaberus,6,3,"17, 23, 30"
1607,Volvox,6,6,"15, 43, 79, 81, 92, 100"
2947,Schizophyllum,6,4,"65, 66, 92, 100"
329,Podospora,6,5,"1, 40, 76, 90, 92"
227,Gloeothece,6,5,"1, 22, 38, 85, 95"
2327,Muricauda,6,4,"38, 70, 76, 100"
2236,Fagus,6,4,"32, 38, 66, 79"
2802,Phellinidium,6,5,"57, 66, 76, 90, 94"
2805,Bondarzewia,6,6,"57, 70, 73, 76, 79, 95"
2784,Pisolithus,6,5,"57, 65, 70, 81, 90"
1031,Cyberlindnera,6,4,"7, 66, 82, 90"
2291,Callorhinus,6,4,"32, 76, 91, 93"
1030,Lachancea,6,5,"7, 24, 46, 57, 66"
2244,Tieghemostelium,6,5,"32, 43, 65, 92, 94"
1081,Eriocheir,6,3,"7, 11, 93"
270,Sporolactobacillus,6,4,"1, 24, 85, 94"
2240,Iconisemion,6,6,"32, 46, 50, 58, 82, 93"
3541,Tulipa,6,1,93
2230,Candolleomyces,6,6,"32, 58, 66, 70, 76, 81"
324,Human,6,5,"1, 23, 30, 35, 38"
1697,Echeneis,6,6,"15, 32, 65, 77, 78, 93"
2772,Chelativorans,6,4,"57, 66, 85, 94"
2771,Coprinellus,6,5,"57, 66, 70, 81, 100"
297,Heterocephalus,6,5,"1, 46, 50, 93, 100"
2314,Albugo,6,5,"32, 50, 58, 65, 79"
1706,Carex,6,5,"15, 46, 79, 90, 100"
2762,Hericium,6,6,"57, 70, 73, 76, 79, 95"
965,Maylandia,6,5,"7, 58, 65, 76, 93"
960,Chloebia,6,4,"7, 46, 50, 92"
2206,Rasamsonia,6,3,"32, 73, 95"
1134,Acanthochromis,6,6,"7, 38, 58, 65, 78, 100"
2358,Herpetosiphon,6,6,"38, 66, 81, 85, 92, 94"
958,Erinaceus,6,5,"7, 46, 77, 92, 93"
712,Aureoumbra,6,6,"1, 57, 58, 76, 79, 85"
390,Ustilago,6,5,"1, 57, 73, 79, 93"
1812,Coptis,6,6,"21, 32, 66, 74, 85, 100"
2707,Acidiphilium,6,5,"57, 58, 66, 85, 92"
2963,Ilumatobacter,6,2,"66, 94"
183,Beijerinckiaceae,6,4,"1, 38, 94, 100"
1819,Syncephalis,6,6,"21, 32, 57, 65, 70, 100"
1799,Curtobacterium,6,5,"21, 58, 81, 85, 95"
1580,Moraxella,6,5,"15, 24, 40, 85, 93"
767,Chenopodium,6,5,"2, 46, 92, 93, 100"
2983,Alternaria,6,6,"66, 70, 73, 81, 90, 95"
1823,Tribonema,6,6,"21, 38, 65, 66, 79, 92"
175,Strombidinopsis,6,5,"1, 11, 43, 58, 100"
412,Roseospira,6,4,"1, 11, 24, 79"
2715,Glaesserella,6,6,"57, 66, 81, 85, 92, 100"
2968,Parapedobacter,6,5,"66, 70, 81, 85, 94"
1574,Rhizobacter,6,6,"15, 24, 82, 85, 92, 100"
2727,Acremonium,6,5,"57, 66, 70, 85, 93"
1826,labyrinthulid,6,5,"22, 32, 65, 74, 76"
2703,Syntrophomonadaceae,6,4,"57, 66, 85, 92"
2382,Kibdelosporangium,6,5,"38, 70, 81, 85, 94"
728,Desulfosporosinus,6,3,"1, 58, 85"
192,Piloderma,6,5,"1, 4, 41, 65, 100"
2730,Faecalibacterium,6,5,"57, 65, 66, 81, 85"
704,Neohortaea,6,5,"1, 58, 76, 94, 100"
1596,SAR86,6,5,"15, 24, 73, 94, 95"
3391,Mobilisporobacter,6,1,85
177,Agromyces,6,4,"1, 57, 92, 94"
1234,Myzus,6,3,"10, 23, 93"
2117,Magnetococcus,6,5,"29, 57, 70, 85, 92"
187,Doryteuthis,6,4,"1, 24, 32, 58"
1283,Luteibacter,6,4,"11, 58, 85, 100"
1643,Virgibacillus,5,4,"15, 24, 57, 70"
2226,Xylaria,5,5,"32, 57, 73, 81, 95"
1944,Geodermatophilaceae,5,5,"24, 32, 41, 66, 70"
1946,Monoraphidium,5,5,"24, 32, 38, 65, 79"
2130,Diceros,5,4,"29, 50, 77, 78"
2211,Spironucleus,5,3,"32, 76, 100"
2441,Physeter,5,5,"38, 65, 66, 74, 93"
1943,Brachyspira,5,4,"24, 32, 57, 85"
1701,Planctopirus,5,4,"15, 57, 81, 92"
2519,Senna,5,5,"43, 76, 79, 92, 100"
1561,Rhodosorus,5,4,"15, 32, 58, 100"
1872,Butyricicoccus,5,4,"24, 58, 85, 100"
1695,Calothrix,5,5,"15, 24, 58, 90, 100"
2014,Schaalia,5,2,"24, 94"
2271,Methanosarcinales,5,4,"32, 40, 57, 92"
1996,Neomonachus,5,3,"24, 40, 43"
1998,Jiangella,5,4,"24, 66, 70, 94"
1462,Henriciella,5,4,"11, 15, 24, 58"
2284,Acinonyx,5,5,"32, 38, 79, 91, 93"
1679,Psorophora,5,3,"15, 50, 77"
2120,Dibothriocephalus,5,5,"29, 38, 50, 74, 76"
2295,Desulforapulum,5,5,"32, 57, 70, 81, 85"
2448,Pholiota,5,1,40
1472,Pontiella,5,3,"11, 70, 81"
2105,Clonorchis,5,4,"29, 32, 38, 73"
2446,Tichowtungia,5,4,"38, 70, 81, 94"
2442,Cylicostephanus,5,4,"38, 57, 65, 79"
2528,Periconia,5,5,"43, 66, 81, 85, 100"
1635,Chlamydiae,5,5,"15, 66, 70, 79, 85"
2302,Pseudonocardiales,5,4,"32, 85, 94, 100"
2018,Filimonas,5,3,"24, 92, 94"
1825,Micavibrio,5,2,"22, 94"
2036,Edaphochlamys,5,5,"24, 43, 58, 79, 100"
1456,Zetaproteobacteria,5,4,"11, 41, 58, 100"
1929,Blyttiomyces,5,5,"24, 32, 58, 81, 85"
1719,Balneolaceae,5,4,"15, 19, 22, 85"
1886,Thermoleophilia,5,4,"24, 38, 70, 85"
2170,Sphaerosporella,5,4,"32, 85, 94, 100"
2146,Natranaerobius,5,5,"30, 57, 70, 81, 92"
1884,Neolewinella,5,4,"24, 70, 81, 85"
2096,Rodentolepis,5,2,"29, 74"
2341,Steccherinum,5,4,"38, 57, 58, 66"
1535,Thermoflexibacter,5,3,"15, 32, 70"
2089,Sorghum,5,3,"24, 38, 73"
1764,Kofleriaceae,5,5,"15, 24, 32, 85, 91"
1879,Achromobacter,5,3,"24, 58, 100"
1534,Cryomorphaceae,5,4,"15, 38, 66, 70"
2381,Morus,5,4,"38, 70, 85, 92"
2343,Moneuplotes,5,4,"38, 55, 76, 90"
1770,Spirochaetia,5,5,"15, 57, 58, 66, 81"
2162,Phycomyces,5,4,"32, 85, 92, 100"
1792,Arthrobotrys,5,3,"21, 81, 90"
2474,Halyomorpha,5,1,41
1870,Gimesia,5,4,"24, 38, 64, 82"
2376,Tritrichomonas,5,5,"38, 40, 76, 85, 92"
1889,Halobacteriovoraceae,5,4,"24, 33, 92, 94"
1744,Stigmatella,5,4,"15, 24, 66, 73"
2181,Spirodela,5,4,"32, 46, 85, 92"
1728,Clavibacter,5,4,"15, 57, 92, 94"
1720,Pseudovirgaria,5,5,"15, 24, 41, 50, 76"
2208,Phaeocystis,5,4,"32, 41, 65, 73"
2207,Gopherus,5,5,"32, 40, 65, 78, 79"
2322,Pseudozyma,5,5,"36, 57, 79, 85, 90"
1724,Chaetoceros,5,4,"15, 65, 81, 100"
2370,Sunxiuqinia,5,5,"38, 57, 70, 76, 81"
1913,Aureimonas,5,4,"24, 73, 81, 94"
1498,Solimonas,5,5,"14, 73, 79, 81, 90"
1912,Natrinema,5,4,"24, 57, 66, 70"
1891,Ziziphus,5,5,"24, 38, 66, 76, 79"
2326,Monilinia,5,4,"38, 55, 73, 85"
2066,Capnocytophaga,5,5,"24, 58, 66, 76, 85"
1904,Picocystis,5,4,"24, 32, 92, 100"
2330,Euplotes,5,4,"38, 43, 76, 91"
1898,Cebus,5,4,"24, 46, 50, 58"
2416,Prosthecobacter,5,4,"38, 66, 81, 85"
1805,Thaumarchaeota,5,5,"21, 32, 38, 58, 73"
1861,Aphanizomenon,5,2,"24, 66"
1757,Streptomonospora,5,4,"15, 32, 57, 94"
1988,Caldivirga,5,4,"24, 79, 81, 92"
182,Colinus,5,3,"1, 50, 77"
1278,Methylotenera,5,1,11
2889,Gemmatimonadaceae,5,4,"58, 70, 92, 94"
361,Powellomyces,5,5,"1, 32, 46, 66, 79"
587,Tissierellia,5,5,"1, 11, 58, 70, 85"
1248,Reticulitermes,5,4,"10, 12, 41, 91"
353,Scytalidium,5,5,"1, 24, 46, 57, 90"
1246,Tabanus,5,5,"10, 11, 81, 90, 91"
886,Asterias,5,1,7
1240,Salinarimonas,5,5,"10, 11, 15, 38, 94"
343,Metamycoplasma,5,4,"1, 66, 81, 92"
1239,Acartia,5,5,"10, 29, 50, 77, 78"
1238,Artemia,5,3,"10, 17, 90"
1237,Tropidothorax,5,2,"10, 41"
580,Nitrospirales,5,3,"1, 58, 70"
957,Enhydra,5,4,"7, 50, 76, 79"
1218,Aulacocentrum,5,2,"10, 41"
1259,Ips,5,2,"10, 41"
1279,Rangifer,5,1,11
1214,Anthonomus,5,3,"10, 41, 79"
1280,Cricetus,5,2,"11, 15"
2682,Trebonia,5,4,"57, 66, 85, 94"
2683,Fibularhizoctonia,5,4,"57, 58, 66, 92"
2684,Thalassocella,5,4,"57, 66, 70, 76"
2686,Kiloniella,5,3,"57, 70, 100"
1313,Roseimicrobium,5,2,"11, 15"
818,Prolixibacteraceae,5,5,"4, 24, 81, 85, 92"
608,Protomyces,5,5,"1, 46, 58, 79, 94"
2931,Prasinoderma,5,3,"65, 74, 100"
169,Lophium,5,4,"1, 41, 65, 95"
2914,Flavonifractor,5,5,"58, 66, 85, 94, 100"
837,Attheya,5,4,"4, 15, 65, 91"
172,Minicystis,5,4,"1, 15, 24, 57"
3331,Methanoculleus,5,3,"81, 92, 100"
841,Clohesyomyces,5,5,"4, 32, 38, 46, 65"
455,Paecilomyces,5,4,"1, 92, 93, 100"
962,Opisthocomus,5,4,"7, 46, 50, 92"
1454,Oceanospirillaceae,5,4,"11, 58, 94, 100"
1332,Chromatiales,5,5,"11, 15, 41, 78, 100"
520,Limnohabitans,5,4,"1, 32, 38, 58"
